Entry	Gene names	Gene names  (synonym )	Gene names  (ordered locus )	Organism ID
STM3080	STM3080		STM3080	99287
STM1781	ychM STM1781		STM1781	99287
STM3796	ilvB STM3796		STM3796	99287
STM4483	idnO STM4483		STM4483	99287
STM3367	yhcS STM3367		STM3367	99287
STM1967	STM1967		STM1967	99287
STM1580	narV STM1580		STM1580	99287
STM4457	STM4457		STM4457	99287
STM0789	hutC STM0789		STM0789	99287
STM2852	hycB STM2852		STM2852	99287
STM3669	yiaL STM3669		STM3669	99287
STM1438	ydhL STM1438		STM1438	99287
STM3641	yhjY STM3641		STM3641	99287
STM4113	frwB STM4113		STM4113	99287
STM4296	adi STM4296		STM4296	99287
STM1664	STM1664		STM1664	99287
STM3261	STM3261		STM3261	99287
STM2552	STM2552		STM2552	99287
STM4436	STM4436		STM4436	99287
STM0742	ybgT STM0742		STM0742	99287
STM1549	STM1549		STM1549	99287
STM0316	pepD STM0316		STM0316	99287
STM3601	STM3601		STM3601	99287
STM2575	STM2575		STM2575	99287
STM2348	yfcF STM2348		STM2348	99287
STM1451	gst STM1451		STM1451	99287
STM3346	yhcM zapE STM3346	zapE	STM3346	99287
STM1595	srfC STM1595		STM1595	99287
STM1022	STM1022		STM1022	99287
STM2273	STM2273		STM2273	99287
STM4506	STM4506		STM4506	99287
STM2520	bamB STM2520		STM2520	99287
STM2549	asrB STM2549		STM2549	99287
STM4467	arcA STM4467		STM4467	99287
STM4130	btuB STM4130		STM4130	99287
STM2017	cobS STM2017		STM2017	99287
STM0319	crl STM0319		STM0319	99287
STM0690	citB STM0690		STM0690	99287
STM4118	cptA STM4118		STM4118	99287
STM1171	flgN STM1171		STM1171	99287
STM2389	fadI STM2389		STM2389	99287
STM3619	bcsA STM3619		STM3619	99287
STM0498	copA STM0498		STM0498	99287
STM2355	argT STM2355		STM2355	99287
STM1915	cheZ STM1915		STM1915	99287
STM2464	eutN cchB STM2464	cchB	STM2464	99287
STM2931	ftsB STM2931		STM2931	99287
STM2158	btsR yehT STM2158	yehT	STM2158	99287
STM1996	cspJ cspB cspG STM1996	cspB cspG	STM1996	99287
STM3967	ysgA STM3967 STMD1.22		STM3967	99287
STM0063	citG1 STM0063		STM0063	99287
STM3999	polA STM3999		STM3999	99287
STM0516	allR STM0516		STM0516	99287
STM0206	btuF STM0206		STM0206	99287
STM0072	caiB STM0072		STM0072	99287
STM2154	apbC mrp STM2154	mrp	STM2154	99287
STM1958	fliB nml STM1958	nml	STM1958	99287
STM1173	flgA STM1173		STM1173	99287
STM2285	glpB STM2285		STM2285	99287
STM2024	cbiL STM2024		STM2024	99287
STM1802	dadX dadB STM1802	dadB	STM1802	99287
STM3963	bioP yigM STM3963 STMD1.27	yigM	STM3963	99287
STM2183	cdd STM2183		STM2183	99287
STM0801	ybhK STM0801		STM0801	99287
STM2023	cbiM STM2023		STM2023	99287
STM0150	aroP STM0150		STM0150	99287
STM4123	argH STM4123		STM4123	99287
STM0203	clcA eriC STM0203	eriC	STM0203	99287
STM1920	cheW STM1920		STM1920	99287
STM3010	aas STM3010		STM3010	99287
STM0623	citD1 citD STM0623	citD	STM0623	99287
STM1463	add STM1463		STM1463	99287
STM2468	eutQ STM2468		STM2468	99287
STM3731	dut STM3731		STM3731	99287
STM1700	fabI envM STM1700	envM	STM1700	99287
STM2444	cysP STM2444		STM2444	99287
STM3290	argG STM3290		STM3290	99287
STM1959	fliC flaF hag STM1959	flaF hag	STM1959	99287
STM1175	flgC fla FIII flaW STM1175	fla FIII flaW	STM1175	99287
STM0424	xseB STM0424		STM0424	99287
STM3365	aaeA STM3365		STM3365	99287
STM3443	bfr STM3443		STM3443	99287
STM3763	mgtB STM3763		STM3763	99287
STM0078	fixX STM0078		STM0078	99287
STM0484	dnaX dnaZ dnaZX STM0484	dnaZ dnaZX	STM0484	99287
STM3064	argP iciA STM3064	iciA	STM3064	99287
STM1342	btuD STM1342		STM1342	99287
STM1718	btuR cobA STM1718	cobA	STM1718	99287
STM3866	atpG STM3866		STM3866	99287
STM0490	aes STM0490		STM0490	99287
STM0448	clpP STM0448		STM0448	99287
STM0069	caiE STM0069		STM0069	99287
STM4358	amiB STM4358		STM4358	99287
STM4330	groL groEL mopA STM4330	groEL mopA	STM4330	99287
STM3162	yghB STM3162		STM3162	99287
STM3408	rsmB rrmB sun STM3408	rrmB sun	STM3408	99287
STM3454	slyX STM3454		STM3454	99287
STM3001	thyA STM3001		STM3001	99287
STM1157	yceI STM1157		STM1157	99287
STM3969	rmuC STM3969 STMD1.20		STM3969	99287
STM3734	rph STM3734		STM3734	99287
STM0046	ileS STM0046		STM0046	99287
STM2453	ypfL STM2453		STM2453	99287
STM2404	yfeO STM2404		STM2404	99287
STM3688	yibT STM3688		STM3688	99287
STM2161	yohO STM2161		STM2161	99287
STM4003	yihI STM4003		STM4003	99287
STM3657	ysaB STM3657		STM3657	99287
STM1344	ydiV cdgR STM1344	cdgR	STM1344	99287
STM3581	yhhS STM3581		STM3581	99287
STM2118	wza STM2118		STM2118	99287
STM0221	uppS STM0221		STM0221	99287
STM2895	spaK invB STM2895	invB	STM2895	99287
STM1457	rsxC STM1457		STM1457	99287
STM4189	yjbB STM4189		STM4189	99287
STM4568	deoA STM4568		STM4568	99287
STM0304	sinR STM0304		STM0304	99287
STM2882	sipA sspA STM2882	sspA	STM2882	99287
STM1964	yedD STM1964		STM1964	99287
STM1059	zapC STM1059		STM1059	99287
STM3102	yggU STM3102		STM3102	99287
STM4193	rluF STM4193		STM4193	99287
STM0387	yaiI STM0387		STM0387	99287
STM0211	yaeH STM0211		STM0211	99287
STM4151	rplJ STM4151 STMF1.10		STM4151	99287
STM1692	sapA STM1692		STM1692	99287
STM2893	spaM invI STM2893	invI	STM2893	99287
STM4233	ubiC STM4233		STM4233	99287
STM0238	yaeP STM0238		STM0238	99287
STM1703.1	yciZ STM1703.1		STM1703.1	99287
STM3034	vapB STM3034		STM3034	99287
PSLT051	PSLT051		PSLT051	99287
STM2438	yfeK STM2438		STM2438	99287
STM0818	ybhG STM0818		STM0818	99287
STM0413	tsx STM0413		STM0413	99287
STM1470	tus STM1470		STM1470	99287
STM0411	yajD STM0411		STM0411	99287
STM3473	tsgA STM3473		STM3473	99287
STM1511	ydfG STM1511		STM1511	99287
PSLT067	yubL PSLT067		PSLT067	99287
STM0870	ybjL STM0870		STM0870	99287
STM3915	trxA STM3915 STMD1.75		STM3915	99287
STM1136	ycdX STM1136		STM1136	99287
STM1892	znuC STM1892		STM1892	99287
STM1694	sapC STM1694		STM1694	99287
STM2117	wzb STM2117		STM2117	99287
STM3417	rpsK STM3417		STM3417	99287
STM0447	tig STM0447		STM0447	99287
STM3209	rpsU STM3209		STM3209	99287
STM4017	yihO STM4017		STM4017	99287
STM1383	ttrA STM1383		STM1383	99287
STM3137	uxaC STM3137		STM3137	99287
STM3097	yqgF STM3097		STM3097	99287
STM3554	ugpC STM3554		STM3554	99287
STM1284	yeaH STM1284		STM1284	99287
STM2228	yejM STM2228		STM2228	99287
STM4173	zraS hydH STM4173 STMF1.26	hydH	STM4173	99287
STM0139	zapD STM0139		STM0139	99287
STM3409	trkA sapG STM3409	sapG	STM3409	99287
STM1412	ssaL STM1412		STM1412	99287
STM3802	dsdA STM3802		STM3802	99287
STM0135	secM STM0135		STM0135	99287
STM1190	yceD g30k STM1190	g30k	STM1190	99287
STM2445	ucpA STM2445		STM2445	99287
STM4381	ulaR STM4381		STM4381	99287
STM0485	ybaB STM0485		STM0485	99287
STM0373	yaiT STM0373		STM0373	99287
STM3776	nepI STM3776		STM3776	99287
STM3424	rplR STM3424		STM3424	99287
STM2146	thiD STM2146		STM2146	99287
STM1737	tonB STM1737		STM1737	99287
STM0972	sopD2 STM0972		STM0972	99287
STM1156	yceA STM1156		STM1156	99287
STM3878	viaA STM3878		STM3878	99287
STM3970	ubiE STM3970 STMD1.19		STM3970	99287
STM4250	yjbQ STM4250		STM4250	99287
STM1385	ttrB STM1385		STM1385	99287
STM1654	ttcA STM1654		STM1654	99287
STM1833	yobD STM1833		STM1833	99287
STM3048	ygfZ STM3048		STM3048	99287
STM2140	yegS STM2140		STM2140	99287
STM3050	yqfB STM3050		STM3050	99287
STM1386	ttrS STM1386		STM1386	99287
STM1147	ymdB STM1147		STM1147	99287
STM3720	yibR STM3720		STM3720	99287
STM0236	tilS STM0236		STM0236	99287
STM3344	rpsI STM3344		STM3344	99287
STM1527	yneE STM1527		STM1527	99287
STM3208	tsaD gcp STM3208	gcp	STM3208	99287
STM0160	yacL STM0160		STM0160	99287
STM1297	selD STM1297		STM1297	99287
STM4018	yihP STM4018		STM4018	99287
STM1281	yoaI STM1281		STM1281	99287
STM0614	uspG STM0614		STM0614	99287
STM3270	yhbP STM3270		STM3270	99287
STM3190	zupT STM3190		STM3190	99287
STM1501	ynfC STM1501		STM1501	99287
STM1138	ycdZ STM1138		STM1138	99287
STM2498	upp STM2498		STM2498	99287
STM1169	yceM mviM STM1169	mviM	STM1169	99287
STM2547	yfhR STM2547		STM2547	99287
STM4562	ytjA STM4562		STM4562	99287
STM2372	yfcJ STM2372		STM2372	99287
STM2437	yfeJ STM2437		STM2437	99287
STM0494	ushA STM0494		STM0494	99287
STM2181	yohJ STM2181		STM2181	99287
STM0005	yaaA STM0005		STM0005	99287
STM0435	yajQ STM0435		STM0435	99287
STM4501	yjhX STM4501		STM4501	99287
STM1823	yoaH STM1823		STM1823	99287
STM1504	ynfA STM1504		STM1504	99287
STM4474	yjgN STM4474		STM4474	99287
STM0067	carB STM0067		STM0067	99287
STM2685	bamE smpA STM2685	smpA	STM2685	99287
STM1916	cheY STM1916		STM1916	99287
STM2266	apbE STM2266		STM2266	99287
STM0070	caiD STM0070		STM0070	99287
STM4329	groS groES mopB STM4329	groES mopB	STM4329	99287
STM0140	coaE STM0140		STM0140	99287
STM2577	acpS dpj STM2577	dpj	STM2577	99287
STM2299	arnA pbgP3 pmrI STM2299	pbgP3 pmrI	STM2299	99287
STM0667	corC STM0667		STM0667	99287
STM1712	acnA STM1712		STM1712	99287
STM4139	coaA STM4139 STMF1.44		STM4139	99287
STM3869	atpF STM3869		STM3869	99287
STM0089	apaG corD STM0089	corD	STM0089	99287
STM3366	aaeX STM3366		STM3366	99287
STM3509	bioH STM3509		STM3509	99287
STM3871	atpB STM3871		STM3871	99287
STM0978	aroA STM0978		STM0978	99287
STM1309	cho STM1309		STM1309	99287
STM0310	gmhA lpcA STM0310	lpcA	STM0310	99287
STM0066	carA STM0066		STM0066	99287
STM1340	btuC STM1340		STM1340	99287
STM0515	allA STM0515		STM0515	99287
STM2301	arnT pmrK STM2301	pmrK	STM2301	99287
STM0688	chiQ STM0688		STM0688	99287
STM4249	aphA STM4249		STM4249	99287
STM0730	gltA STM0730		STM0730	99287
STM0403	acpH STM0403		STM0403	99287
STM2264	alkB STM2264		STM2264	99287
STM2550	asrC STM2550		STM2550	99287
STM0102	araA STM0102		STM0102	99287
STM2254	ccmA2 STM2254		STM2254	99287
STM3224	alx STM3224		STM3224	99287
STM1143	csgB agfB STM1143	agfB	STM1143	99287
STM2032	cbiD STM2032		STM2032	99287
STM3487	aroK STM3487		STM3487	99287
STM4403	cpdB STM4403		STM4403	99287
STM4477	pepA STM4477		STM4477	99287
STM1584	ansP STM1584		STM1584	99287
STM0103	araB STM0103		STM0103	99287
STM1319	cedA STM1319		STM1319	99287
STM3444	bfd STM3444		STM3444	99287
STM0794	bioB STM0794		STM0794	99287
STM2033	cbiC STM2033		STM2033	99287
STM4064	cdh ushB STM4064	ushB	STM4064	99287
STM2450	amiA STM2450		STM2450	99287
STM0399	brnQ STM0399		STM0399	99287
STM3725	coaD kdtB STM3725	kdtB	STM3725	99287
STM4294	adiC aniC STM4294	aniC	STM4294	99287
STM1117	agp STM1117		STM1117	99287
STM1306	astB STM1306		STM1306	99287
STM2034	cbiB STM2034		STM2034	99287
STM3466	crp cap STM3466	cap	STM3466	99287
STM2992	argA STM2992		STM2992	99287
STM0998	aspC STM0998		STM0998	99287
STM0689	citA STM0689		STM0689	99287
STM1141	csgE STM1141		STM1141	99287
STM4298	melA STM4298		STM4298	99287
STM2660	clpB STM2660		STM2660	99287
STM2081	gnd STM2081		STM2081	99287
STM2461	eutG STM2461		STM2461	99287
STM0785	pgl STM0785		STM0785	99287
STM1176	flgD fla FIV flaV STM1176	fla FIV flaV	STM1176	99287
STM4567	deoC STM4567		STM4567	99287
STM2021	cbiQ STM2021		STM2021	99287
STM3623	bcsF STM3623		STM3623	99287
STM1918	cheR STM1918		STM1918	99287
STM1642	azoR acpD STM1642	acpD	STM1642	99287
STM3870	atpE STM3870		STM3870	99287
STM3819	ccmA1 STM3819		STM3819	99287
STM0074	caiT STM0074		STM0074	99287
STM0057	citP citC STM0057	citC	STM0057	99287
STM1243	cspH STM1243		STM1243	99287
STM2250; STM3815	ccmE1 cycJ1 STM2250; ccmE2 cycJ2 STM3815	cycJ1; cycJ2	STM2250; STM3815	99287
STM0255	dkgB STM0255		STM0255	99287
STM2469	eutP STM2469		STM2469	99287
STM2467	eutT STM2467		STM2467	99287
STM1659	ogt STM1659		STM1659	99287
STM2907	pphB prpB STM2907	prpB	STM2907	99287
STM4152	rplL STM4152 STMF1.11		STM4152	99287
STM3177	qseB STM3177		STM3177	99287
STM4558	rimI STM4558		STM4558	99287
STM1744	oppC STM1744		STM1744	99287
STM0434	panE apbA STM0434	apbA	STM0434	99287
STM3178	qseC STM3178		STM3178	99287
STM1151	mdoH opgH STM1151	opgH	STM1151	99287
STM4469	argI STM4469		STM4469	99287
STM2809	proV STM2809		STM2809	99287
STM1576	narU STM1576		STM1576	99287
STM2811	proX STM2811		STM2811	99287
STM0992	mukF STM0992		STM0992	99287
STM0370	prpD STM0370		STM0370	99287
STM3594	prlC opdA optA STM3594	opdA optA	STM3594	99287
STM3955	rarD STM3955 STMD1.35		STM3955	99287
STM1191	rpmF STM1191		STM1191	99287
STM2090	rfbH STM2090		STM2090	99287
STM4046	rhaA STM4046		STM4046	99287
STM3042	recJ STM3042		STM3042	99287
STM1080	rlmI STM1080		STM1080	99287
STM2957	rlmD rumA STM2957	rumA	STM2957	99287
STM1421	ssaT STM1421		STM1421	99287
STM4256	ssb STM4256		STM4256	99287
STM3421	rplO STM3421		STM3421	99287
STM3502	ompR STM3502		STM3502	99287
STM0096	rapA hepA STM0096	hepA	STM0096	99287
STM0704	kdpC STM0704		STM0704	99287
STM0003	thrB STM0003		STM0003	99287
STM2077	hisF STM2077		STM2077	99287
STM1721	trpH STM1721		STM1721	99287
STM2565	purL STM2565		STM2565	99287
STM3415	rpoA STM3415		STM3415	99287
STM1071	sulA STM1071		STM1071	99287
STM3326	mtgA STM3326		STM3326	99287
STM2291	rhmD yfaW STM2291	yfaW	STM2291	99287
STM2093	rfbI STM2093		STM2093	99287
STM0263	rnhA rnh STM0263	rnh	STM0263	99287
STM1336	rplT STM1336		STM1336	99287
STM4089	rraA STM4089		STM4089	99287
STM0977	serC STM0977		STM0977	99287
STM3960	rhtB STM3960 STMD1.30		STM3960	99287
STM1783	pth STM1783		STM1783	99287
STM2568	tadA STM2568		STM2568	99287
STM2499	purM STM2499		STM2499	99287
STM4524	hsdS STM4524		STM4524	99287
STM0225	skp ompH STM0225	ompH	STM0225	99287
STM3656	glyQ STM3656		STM3656	99287
STM2867	sirC hilC sprA STM2867	hilC sprA	STM2867	99287
STM1820	tsaB rpf yeaZ STM1820	rpf yeaZ	STM1820	99287
STM1714	topA STM1714		STM1714	99287
STM1798	ycgR STM1798		STM1798	99287
STM3701	secB STM3701		STM3701	99287
STM1724	trpGD trpD STM1724	trpD	STM1724	99287
STM0043	rpsT STM0043		STM0043	99287
STM1698	steC STM1698		STM1698	99287
STM4393	rpsR STM4393		STM4393	99287
STM2647	ung STM2647		STM2647	99287
STM3196	ubiK yqiC STM3196	yqiC	STM3196	99287
STM3919	wzzE metN STM3919 STMD1.71	metN	STM3919	99287
STM0109	sgrR STM0109		STM0109	99287
STM3402	tsaC rimN STM3402	rimN	STM3402	99287
STM1522	sotB pnuP STM1522	pnuP	STM1522	99287
STM4160	thiG STM4160 STMF1.37		STM4160	99287
STM1725	trpC STM1725		STM1725	99287
STM3593	rsmJ yhiQ STM3593	yhiQ	STM3593	99287
STM2116	wzc STM2116		STM2116	99287
STM3787	uhpT STM3787		STM3787	99287
STM1459	rsxA STM1459		STM1459	99287
STM0748	tolB STM0748		STM0748	99287
STM2889	spaQ STM2889		STM2889	99287
STM2888	spaR STM2888		STM2888	99287
STM4387	ulaE STM4387		STM4387	99287
STM2967	syd STM2967		STM2967	99287
STM1417	ssaP STM1417		STM1417	99287
STM2885	sipB sspB STM2885	sspB	STM2885	99287
STM1338	pheT STM1338		STM1338	99287
STM1445	slyB STM1445		STM1445	99287
STM1811	ycgN STM1811		STM1811	99287
STM2869	orgB STM2869		STM2869	99287
STM1929	otsB STM1929		STM1929	99287
STM1225	potB STM1225		STM1225	99287
STM3212	mug STM3212		STM3212	99287
STM1119	STM1119		STM1119	99287
STM0418	nusB STM0418		STM0418	99287
STM0330	leuD2 STM0330		STM0330	99287
STM2583	lepA STM2583		STM2583	99287
STM0417	ribH STM0417		STM0417	99287
STM1163	pyrC STM1163		STM1163	99287
STM1237	rluE STM1237		STM1237	99287
STM3958	recQ STM3958 STMD1.32		STM3958	99287
STM1888	pykA STM1888		STM1888	99287
STM2065	phsA STM2065		STM2065	99287
STM0091	pdxA STM0091		STM0091	99287
STM1332	rfc STM1332		STM1332	99287
STM4045	rhaD STM4045		STM4045	99287
STM1824	pabB STM1824		STM1824	99287
STM2840	norV flrD STM2840	flrD	STM2840	99287
STM0400	proY STM0400		STM0400	99287
STM2524	rodZ STM2524		STM2524	99287
STM2676	rpsP STM2676		STM2676	99287
STM4348	psd STM4348		STM4348	99287
STM0054	oadB1 STM0054		STM0054	99287
STM1582	nhoA STM1582		STM1582	99287
STM2579	recO STM2579		STM2579	99287
STM3959	rhtC STM3959 STMD1.31		STM3959	99287
STM2308	menH STM2308		STM2308	99287
STM0848	gsiA STM0848		STM0848	99287
STM0489	hemH visA STM0489	visA	STM0489	99287
STM0473	hha STM0473		STM0473	99287
STM3718	rfaI waaI STM3718	waaI	STM3718	99287
STM3716	rfaY waaY STM3716	waaY	STM3716	99287
STM2089	rfbJ STM2089		STM2089	99287
STM2082	rfbP STM2082		STM2082	99287
STM4047	rhaB STM4047		STM4047	99287
STM4049	rhaR rhaC1 STM4049	rhaC1	STM4049	99287
STM3440	rplC STM3440		STM3440	99287
STM0511	metN2 STM0511		STM0511	99287
STM3090	metK STM3090		STM3090	99287
STM2510	guaA STM2510		STM2510	99287
STM3563	livH livA STM3563	livA	STM3563	99287
STM2896	invA STM2896		STM2896	99287
STM0847	iaaA STM0847		STM0847	99287
STM0049	ispH lytB STM0049	lytB	STM0049	99287
STM2854	hypA STM2854		STM2854	99287
STM3987	hemG STM3987 STMD1.2		STM3987	99287
STM4166	nudC STM4166 STMF1.20		STM4166	99287
STM3297	rlmE ftsJ rrmJ STM3297	ftsJ rrmJ	STM3297	99287
STM1270	leuE STM1270		STM1270	99287
STM4074	lsrA STM4074		STM4074	99287
STM1425	mdtK norM STM1425	norM	STM1425	99287
STM3637	lpfD STM3637		STM3637	99287
STM2088	rfbX STM2088		STM2088	99287
STM2278	nrdB STM2278		STM2278	99287
STM3323	rapZ STM3323		STM3323	99287
STM1335	rpmI STM1335		STM1335	99287
STM1061	rlmL STM1061		STM1061	99287
STM1376	lpp2 lppB STM1376	lppB	STM1376	99287
STM3638	lpfC STM3638		STM3638	99287
STM0666	lnt cutE STM0666	cutE	STM0666	99287
STM2926	pcm STM2926		STM2926	99287
STM0151	pdhR STM0151		STM0151	99287
STM4460	pyrB STM4460		STM4460	99287
STM3562	livM livE STM3562	livE	STM3562	99287
STM1818	fadD STM1818		STM1818	99287
STM2544	iscR STM2544		STM2544	99287
STM3910	ppiC STM3910 STMD1.80		STM3910	99287
STM2338	pta STM2338		STM2338	99287
STM1806	nhaB STM1806		STM1806	99287
STM4458	ridA yjgF STM4458	yjgF	STM4458	99287
STM1520	marR STM1520		STM1520	99287
STM2383	mepA STM2383		STM2383	99287
STM2370	pdxB STM2370		STM2370	99287
STM0123	murE STM0123		STM0123	99287
STM3984	pepQ STM3984		STM3984	99287
STM2316	nuoN STM2316		STM2316	99287
STM1846	proQ STM1846		STM1846	99287
STM2092	rfbF STM2092		STM2092	99287
STM2091	rfbG STM2091		STM2091	99287
STM0404	queA STM0404		STM0404	99287
STM1058	pyrD STM1058		STM1058	99287
STM4231	lamB malL STM4231	malL	STM4231	99287
STM1825	nudL STM1825		STM1825	99287
STM4359	mutL STM4359		STM4359	99287
STM2186	preT yeiT STM2186	yeiT	STM2186	99287
STM2641	nadB STM2641		STM2641	99287
STM4367	nsrR STM4367		STM4367	99287
STM0180	panD STM0180		STM0180	99287
STM2828	recX STM2828		STM2828	99287
STM3884	rbsB rbsP STM3884	rbsP	STM3884	99287
STM3840	rnpA STM3840		STM3840	99287
STM3741	rpoZ STM3741		STM3741	99287
STM2436	ptsJ STM2436		STM2436	99287
STM0499	cueR scr STM0499	scr	STM0499	99287
STM2567	mltF STM2567		STM2567	99287
STM0942	macB STM0942		STM0942	99287
STM2352	hisM STM2352		STM2352	99287
STM3441	rpsJ STM3441		STM3441	99287
STM2924	rpoS katF STM2924	katF	STM2924	99287
STM4470	rraB STM4470		STM4470	99287
STM2953	pyrG STM2953		STM2953	99287
STM3053	gcvP STM3053		STM3053	99287
STM0130	ddlB STM0130		STM0130	99287
STM2073	hisC STM2073		STM2073	99287
STM2930	ispD STM2930		STM2930	99287
STM1448	pdxH STM1448		STM1448	99287
STM3715	rfaZ STM3715		STM3715	99287
STM2277	nrdA STM2277		STM2277	99287
STM3430	rplN STM3430		STM3430	99287
STM3525	glpE STM3525		STM3525	99287
STM1977	fliN flaN motD STM1977	flaN motD	STM1977	99287
STM3011	galR STM3011		STM3011	99287
STM3445; STM4146	tufA STM3445; tufB STM4146 STMF1.4	; 	STM3445; STM4146	99287
STM3211	rpoD STM3211		STM3211	99287
STM2884	sipC sspC STM2884	sspC	STM2884	99287
STM2879	sicP STM2879		STM2879	99287
STM4092	hslV STM4092		STM4092	99287
STM1572	ompD nmpC STM1572	nmpC	STM1572	99287
STM2807	nrdE STM2807		STM2807	99287
STM0735	sdhB STM0735		STM0735	99287
STM2873	prgI STM2873		STM2873	99287
STM2871	prgK STM2871		STM2871	99287
STM0874	nfsA mdaA snrA STM0874	mdaA snrA	STM0874	99287
STM1150	mdoG opgG STM1150	opgG	STM1150	99287
STM2909	mutS STM2909		STM2909	99287
STM2056	pduV STM2056		STM2056	99287
STM1622	mdoD opgD STM1622	opgD	STM1622	99287
STM0051	rihC STM0051		STM0051	99287
STM3004	rppH nudH STM3004	nudH	STM3004	99287
STM2313	rbn elaC rnz STM2313	elaC rnz	STM2313	99287
STM2808	nrdF STM2808		STM2808	99287
STM3433	rplP STM3433		STM3433	99287
STM3881	rbsD STM3881		STM3881	99287
STM2968	queF STM2968		STM2968	99287
STM3283	rpsO STM3283		STM3283	99287
STM1418	ssaQ STM1418		STM1418	99287
STM0963	serS STM0963		STM0963	99287
STM4324	cutA STM4324		STM4324	99287
STM0548	fimF STM0548		STM0548	99287
STM4028	dtd STM4028		STM4028	99287
STM0220	dxr STM0220		STM0220	99287
STM3385	fis STM3385		STM3385	99287
STM4299	melB STM4299		STM4299	99287
STM4050	rhaT STM4050		STM4050	99287
STM3560	livF livG STM3560	livG	STM3560	99287
STM3561	livG livF STM3561	livF	STM3561	99287
STM4187	iclR STM4187		STM4187	99287
STM3567	livJ livB STM3567	livB	STM3567	99287
STM0961	lolA STM0961		STM0961	99287
STM3692	lldP lctP STM3692	lctP	STM3692	99287
STM1378	pykF STM1378		STM1378	99287
STM1750	tdk STM1750		STM1750	99287
STM1844	htpX STM1844		STM1844	99287
STM2085	rfbN STM2085		STM2085	99287
STM3879	ravA STM3879		STM3879	99287
STM0882	rlmC rumB STM0882	rumB	STM0882	99287
STM1044	sodC1 sodC STM1044	sodC	STM1044	99287
STM0428	phnT STM0428		STM0428	99287
STM1244	pagD STM1244		STM1244	99287
STM2525	rlmN STM2525		STM2525	99287
STM0455	queC STM0455		STM0455	99287
STM0215	map pepM STM0215	pepM	STM0215	99287
STM3964	metR STM3964 STMD1.26		STM3964	99287
STM0959	lrp STM0959		STM0959	99287
STM2876	hilA iagA STM2876	iagA	STM2876	99287
STM3897	hdfR STM3897 STMD1.99		STM3897	99287
STM2543	iscS STM2543		STM2543	99287
STM0984	msbA STM0984		STM0984	99287
STM3914	rhlB STM3914 STMD1.76		STM3914	99287
STM0714	pxpA ybgL STM0714	ybgL	STM0714	99287
STM2326	nuoC nuoCD nuoD STM2326	nuoCD nuoD	STM2326	99287
STM0125	mraY STM0125		STM0125	99287
STM2925	nlpD STM2925		STM2925	99287
STM3181	parE STM3181		STM3181	99287
STM2038	pduA STM2038		STM2038	99287
STM2055	pduU STM2055		STM2055	99287
STM1129	nanE1 STM1129		STM1129	99287
STM0835	mntR STM0835		STM0835	99287
STM3437	rplB STM3437		STM3437	99287
STM2829	recA STM2829		STM2829	99287
STM3024	rcnA STM3024		STM3024	99287
STM0230	rnhB STM0230		STM0230	99287
STM2098	galF STM2098		STM2098	99287
STM3055	gcvT STM3055		STM3055	99287
STM3843	mnmE trmE STM3843	trmE	STM3843	99287
STM1566	maeA STM1566		STM1566	99287
STM0850	gsiC STM0850		STM0850	99287
STM0111	leuC1 leuC STM0111	leuC	STM0111	99287
STM3903	ilvE STM3903 STMD1.89		STM3903	99287
STM3374	mreB STM3374		STM3374	99287
STM2083	rfbK STM2083		STM2083	99287
STM2222	rsuA STM2222		STM2222	99287
STM1415	ssaN STM1415		STM1415	99287
STM1953	dcyD STM1953		STM1953	99287
STM1974	fliK flaE flaR STM1974	flaE flaR	STM1974	99287
STM0960	ftsK STM0960		STM0960	99287
STM1976	fliM cheC2 fla AII fla QII STM1976	cheC2 fla AII fla QII	STM1976	99287
STM2307	menB STM2307		STM2307	99287
STM3321	hpf STM3321		STM3321	99287
STM4360	miaA STM4360		STM4360	99287
STM1945	pgsA STM1945		STM1945	99287
STM1070	ompA STM1070		STM1070	99287
STM2806	nrdI STM2806		STM2806	99287
STM3717	rfaJ waaJ STM3717	waaJ	STM3717	99287
STM2087	rfbV ORF 14.1 STM2087	ORF 14.1	STM2087	99287
STM4459	pyrI STM4459		STM4459	99287
STM3469	pabA STM3469		STM3469	99287
STM0429	phnS STM0429		STM0429	99287
STM1845	prc STM1845		STM1845	99287
STM2322	nuoH STM2322		STM2322	99287
STM3377	msrP STM3377		STM3377	99287
STM1719	rluB STM1719		STM1719	99287
STM0697	seqA STM0697		STM0697	99287
STM2304	pmrD pbgE2 STM2304	pbgE2	STM2304	99287
STM0578	nfsB nfnB nfsI STM0578	nfnB nfsI	STM0578	99287
STM1705	osmB STM1705		STM1705	99287
STM4048	rhaS rhaC2 STM4048	rhaC2	STM4048	99287
STM3839	rpmH rimA ssaF STM3839	rimA ssaF	STM3839	99287
STM4153	rpoB STM4153 STMF1.12		STM4153	99287
STM2064	phsB STM2064		STM2064	99287
STM4131	murI STM4131		STM4131	99287
STM0994	mukB STM0994		STM0994	99287
STM1203	ptsG STM1203		STM1203	99287
STM4006	glnL ntrB STM4006	ntrB	STM4006	99287
STM2042	pduE STM2042		STM2042	99287
STM0182	panB STM0182		STM0182	99287
STM3882	rbsA STM3882		STM3882	99287
STM3041	prfB STM3041		STM3041	99287
STM2980	rlmM STM2980		STM2980	99287
STM3986	trkH STM3986 STMD1.3		STM3986	99287
STM1982	rcsA STM1982		STM1982	99287
STM0392	rdgC STM0392		STM0392	99287
